label	expression	expression_std	expression_reps	expression_pvalue	expression_qvalue
chr1-10229074-10229238_CPPE_MUT-allCrxSites	30.293101116067465	6.01123014130885	3.0	3.1533313242220803e-06	0.0001281303628075572
chr1-10229074-10229238_CPPE_WT	25.791453805445233	6.063102648315512	3.0	1.875744383914085e-05	0.0001669001754738153
chr1-106171416-106171580_CSPE_MUT-shape	1.290213636202619	0.12428404059731409	3.0	0.023904822820833282	0.031468659847295646
chr1-106171416-106171580_CSPE_WT	1.1622808901159776	0.22940537911972314	3.0	0.22625425032511534	0.2461985549174877
chr1-106171416-106171580_CSPE_scrambled	1.995026973346927	0.38094191474046574	3.0	0.012703435019820743	0.018175454564743527
chr1-106796701-106796865_CSPP_MUT-shape	0.8510428098892854	0.09388983396328503	3.0	0.19595092259932287	0.21485421600951166
chr1-106796701-106796865_CSPP_WT	0.7265032238002601	0.05309822985680586	3.0	0.010371859718712496	0.015237477549997628
chr1-111864309-111864473_UPCQ_MUT-allCrxSites	3.527975018405307	0.3420002206775807	3.0	0.00014441456909404589	0.0005124930414138048
chr1-111864309-111864473_UPCQ_WT	4.537339259303177	0.7079559213711656	3.0	3.238994815742065e-05	0.0002102974530167551
chr1-118482597-118482761_CPPP_MUT-allCrxSites	3.3511812534399383	0.22489901529250608	3.0	8.953656527366622e-05	0.0003766870511427062
chr1-118482597-118482761_CPPP_WT	21.322062003025394	2.421125215450318	3.0	1.16189905495673e-05	0.00013651613956551845
chr1-125370539-125370703_UPCE_MUT-allCrxSites	4.217800496056094	0.4956866163905433	3.0	0.0006753759443625522	0.001577171027160826
chr1-125370539-125370703_UPCE_WT	3.7352293405968298	0.05142692959989898	3.0	5.489765234755702e-05	0.00027854417569894696
chr1-127958901-127959065_UPPE_MUT-allCrxSites	8.820354001642079	1.3587208264941018	3.0	1.288166463952794e-05	0.0001421063275618512
chr1-127958901-127959065_UPPE_WT	7.326145556976523	1.1438910377735592	3.0	1.897201808170232e-05	0.00016728311060828303
chr1-128102684-128102848_CSPP_scrambled	1.3496722021959269	0.06298943628305946	3.0	0.015457254763916529	0.021583497774586766
chr1-130701979-130702143_CPPE_MUT-allCrxSites	1.4061853678706047	0.3015758213932604	3.0	0.04463786757278217	0.054838559406622786
chr1-130701979-130702143_CPPE_WT	2.2428513675207813	0.2599852773905952	3.0	0.004836877053470022	0.008032906169182502
chr1-131031572-131031736_CPPN_MUT-allCrxSites	4.1353529346842395	0.6742603834081589	3.0	0.00031286663695397564	0.0008848826692503394
chr1-131031572-131031736_CPPN_WT	5.685436608420208	1.9403249011241825	3.0	0.003224717722253448	0.005672338965984059
chr1-131078792-131078956_CPPE_scrambled	5.522505978567577	0.11773690216017849	3.0	2.316162279487502e-05	0.00018069771639649696
chr1-131527497-131527661_CPPP_MUT-allCrxSites	0.6707227108840358	0.12437147727382464	3.0	0.09827207175321385	0.11261448222530453
chr1-131527497-131527661_CPPP_WT	0.5250946654065624	0.18054461464428917	3.0	0.027687008657896636	0.035762080586994434
chr1-132007617-132007781_UPPP_MUT-allCrxSites	0.8448326322267605	0.2556462158028923	3.0	0.27479779044577435	0.29559100512102265
chr1-132007617-132007781_UPPP_WT	0.6396384552380551	0.08875862851368349	3.0	0.019771012886214526	0.0265867233406459
chr1-13203955-13204119_CPPE_MUT-allCrxSites	2.4544086863561563	0.10886190228608136	3.0	0.0009417546511591569	0.0020564243972467752
chr1-13203955-13204119_CPPE_WT	3.3711133800310242	0.36283020370466296	3.0	0.0012762540565716457	0.0026290725728108765
chr1-132090388-132090552_CPPN_MUT-allCrxSites	1.2954372521615383	0.21739001623434587	3.0	0.058511199979318064	0.07018465217691387
chr1-132090388-132090552_CPPN_WT	0.0	0.0	3.0	NaN	NaN
