label	RNA1	RNA2	RNA3
chr1-104768570-104768734_UPCQ_MUT-allCrxSites	0.0	0.0	0.0
chr1-104768570-104768734_UPCQ_WT	0.0	0.0	0.0
chr1-106008207-106008371_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-106008207-106008371_CPPE_WT	0.0	0.0	0.0
chr1-106171416-106171580_CSPE_scrambled	0.0	0.0	0.0
chr1-106696554-106696718_CPPE_MUT-allCrxSites	0.05562342080809928	0.10561039223773376	0.0226429964963524
chr1-106696554-106696718_CPPE_WT	0.911745614570089	0.7509416003169385	0.7241759360204775
chr1-118321635-118321799_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-118321635-118321799_CPPP_WT	0.0	0.0	0.0
chr1-118589610-118589774_UPCE_MUT-allCrxSites	0.07470354840641122	0.11915478018832232	0.05995835081190635
chr1-118589610-118589774_UPCE_WT	0.3896359778305312	0.49865686278894006	0.03837230813047407
chr1-119646428-119646592_CPPE_MUT-allCrxSites	0.301436561030711	0.5417710211137651	0.28892749176074867
chr1-119646428-119646592_CPPE_WT	1.324874295938506	0.7928733375856654	1.4282267455882092
chr1-119837093-119837257_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-119837093-119837257_UPPP_WT	0.0	0.0	0.0
chr1-119904943-119905107_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-119904943-119905107_CPPE_WT	0.40563158166284424	0.27686382777188906	0.2369359919164502
chr1-126766376-126766540_UPRE_MUT-allCrxSites	0.18809198269520822	0.22755464386981625	0.05410424590678095
chr1-126766376-126766540_UPRE_WT	0.05794117407481039	0.14381642663184097	0.06718963882356786
chr1-128102684-128102848_CSPP_MUT-shape	0.0	0.0	0.0
chr1-128102684-128102848_CSPP_WT	0.8744945585743876	0.5414292299866872	0.18435773753952425
chr1-128102684-128102848_CSPP_scrambled	0.0	0.0	0.0
chr1-131078792-131078956_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-131078792-131078956_CPPE_WT	0.0	0.0	0.0
chr1-131078792-131078956_CPPE_scrambled	0.0	0.0	0.0
chr1-131910343-131910507_CSPP_MUT-shape	0.0	0.0	0.0
chr1-131910343-131910507_CSPP_WT	0.0	0.0	0.0
chr1-132064989-132065153_UPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-132064989-132065153_UPPN_WT	0.0	0.0	0.0
chr1-132303608-132303772_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-132303608-132303772_UPPE_WT	0.0	0.0	0.0
chr1-132367013-132367177_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-132367013-132367177_CPPP_WT	8.755944631758014	7.669183410030198	5.735938402150613
chr1-132414110-132414274_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-132414110-132414274_CPPE_WT	0.12078565221845917	0.13555273863743914	0.1399329139185985
chr1-133042650-133042814_CPRN_MUT-allCrxSites	0.0	0.0	0.0
chr1-133042650-133042814_CPRN_WT	0.0	0.0	0.0
chr1-133661350-133661514_CSPP_scrambled	0.0	0.0	0.0
chr1-133893675-133893839_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-133893675-133893839_UPCE_WT	0.0	0.0	0.0
chr1-134086973-134087137_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-134086973-134087137_CPPE_WT	0.0	0.0	0.0
chr1-134272950-134273114_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-134272950-134273114_CPPE_WT	0.053281147520666094	0.10274448930912476	0.12711275342847225
chr1-134420610-134420774_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-134420610-134420774_CPPE_WT	0.0	0.0	0.0
chr1-134491438-134491602_CPNE_MUT-allCrxSites	0.0	0.0	0.0
chr1-134491438-134491602_CPNE_WT	0.0	0.0	0.0
chr1-134491438-134491602_CPNE_scrambled	0.0	0.0	0.0
chr1-135375289-135375453_UPPP_MUT-allCrxSites	0.13786134374414996	0.05915857262585463	0.06438652814663882
chr1-135375289-135375453_UPPP_WT	0.0	0.0	0.0
chr1-135627907-135628071_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-135627907-135628071_CPPN_WT	0.0	0.0	0.0
chr1-135793436-135793600_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-135793436-135793600_CPPE_WT	0.0	0.0	0.0
chr1-136007979-136008143_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-136007979-136008143_CPPP_WT	0.0	0.0	0.0
chr1-136140231-136140395_CSPP_MUT-shape	0.0	0.0	0.0
chr1-136140231-136140395_CSPP_WT	0.0	0.0	0.0
chr1-137926402-137926566_CPPE_MUT-allCrxSites	0.11424447700920903	0.02858570464648899	0.09880426629845551
chr1-137926402-137926566_CPPE_WT	0.11711529551308221	0.2182898170364124	0.3527345576279988
chr1-150312783-150312947_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-150312783-150312947_CPPE_WT	0.0	0.0	0.0
chr1-150322339-150322503_CPPP_MUT-allCrxSites	0.041718214169816914	0.2216589702313764	0.09679518079337508
chr1-150322339-150322503_CPPP_WT	0.0	0.0	0.0
chr1-150329669-150329833_CPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-150329669-150329833_CPPP_WT	0.0	0.0	0.0
chr1-150393010-150393174_CBPP_MUT-shape	0.0	0.0	0.0
chr1-150393010-150393174_CBPP_WT	0.0	0.0	0.0
chr1-150393010-150393174_CBPP_scrambled	0.0	0.0	0.0
chr1-151344227-151344391_UPPP_MUT-allCrxSites	0.0	0.0	0.0
chr1-151344227-151344391_UPPP_WT	0.3610819497705944	0.23363859283907315	0.20277611299050266
chr1-152745969-152746133_UPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-152745969-152746133_UPPE_WT	0.08713677322391881	0.13075380411378196	0.10536754316931468
chr1-155111753-155111917_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-155111753-155111917_CPPE_WT	0.0	0.0	0.0
chr1-155249959-155250123_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-155249959-155250123_UPCE_WT	1.555731968877262	1.2231882754746575	1.9128317047060241
chr1-156179894-156180058_UPCE_MUT-allCrxSites	0.0	0.0	0.0
chr1-156179894-156180058_UPCE_WT	0.0	0.0	0.0
chr1-157306846-157307010_UPRE_MUT-allCrxSites	0.0	0.0	0.0
chr1-157306846-157307010_UPRE_WT	5.21708715166946	6.403562961628467	4.834779329797309
chr1-157380933-157381097_CPPE_MUT-allCrxSites	0.0	0.0	0.0
chr1-157380933-157381097_CPPE_WT	5.150849517060429	4.94403362873998	5.20192493720815
chr1-158355777-158355941_UPCP_MUT-allCrxSites	0.0	0.0	0.0
chr1-158355777-158355941_UPCP_WT	0.0	0.0	0.0
chr1-158546627-158546791_CPCN_MUT-allCrxSites	0.07050927388205175	0.07050079054405903	0.044363386890308616
chr1-158546627-158546791_CPCN_WT	0.15810263086692442	0.09608428571500498	0.05666616244321166
chr1-16053660-16053824_CPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-16053660-16053824_CPPN_WT	0.0	0.0	0.0
chr1-16053660-16053824_CPPN_scrambled	0.0	0.0	0.0
chr1-160741382-160741546_UPPN_MUT-allCrxSites	0.0	0.0	0.0
chr1-160741382-160741546_UPPN_WT	0.0	0.0	0.0
