label	expression	expression_SEM
chr1-104768570-104768734_UPCQ_MUT-allCrxSites	0.0	0.0
chr1-104768570-104768734_UPCQ_WT	0.0	0.0
chr1-106008207-106008371_CPPE_MUT-allCrxSites	0.0	0.0
chr1-106008207-106008371_CPPE_WT	0.0	0.0
chr1-106171416-106171580_CSPE_scrambled	0.0	0.0
chr1-106696554-106696718_CPPE_MUT-allCrxSites	0.061292269847395144	0.0241177602338988
chr1-106696554-106696718_CPPE_WT	0.7956210503025015	0.05857412971628481
chr1-118321635-118321799_CPPP_MUT-allCrxSites	0.0	0.0
chr1-118321635-118321799_CPPP_WT	0.0	0.0
chr1-118589610-118589774_UPCE_MUT-allCrxSites	0.08460555980221329	0.017791305788607315
chr1-118589610-118589774_UPCE_WT	0.30888838291664844	0.1388711613661718
chr1-119646428-119646592_CPPE_MUT-allCrxSites	0.37737835796840824	0.08227561399652847
chr1-119646428-119646592_CPPE_WT	1.181991459704127	0.19683336178342759
chr1-119837093-119837257_UPPP_MUT-allCrxSites	0.0	0.0
chr1-119837093-119837257_UPPP_WT	0.0	0.0
chr1-119904943-119905107_CPPE_MUT-allCrxSites	0.0	0.0
chr1-119904943-119905107_CPPE_WT	0.3064771337837278	0.05089944799859172
chr1-126766376-126766540_UPRE_MUT-allCrxSites	0.15658362415726848	0.052490769447908175
chr1-126766376-126766540_UPRE_WT	0.0896490798434064	0.02721494453804228
chr1-128102684-128102848_CSPP_MUT-shape	0.0	0.0
chr1-128102684-128102848_CSPP_WT	0.5334271753668663	0.19926551181412094
chr1-128102684-128102848_CSPP_scrambled	0.0	0.0
chr1-131078792-131078956_CPPE_MUT-allCrxSites	0.0	0.0
chr1-131078792-131078956_CPPE_WT	0.0	0.0
chr1-131078792-131078956_CPPE_scrambled	0.0	0.0
chr1-131910343-131910507_CSPP_MUT-shape	0.0	0.0
chr1-131910343-131910507_CSPP_WT	0.0	0.0
chr1-132064989-132065153_UPPN_MUT-allCrxSites	0.0	0.0
chr1-132064989-132065153_UPPN_WT	0.0	0.0
chr1-132303608-132303772_UPPE_MUT-allCrxSites	0.0	0.0
chr1-132303608-132303772_UPPE_WT	0.0	0.0
chr1-132367013-132367177_CPPP_MUT-allCrxSites	0.0	0.0
chr1-132367013-132367177_CPPP_WT	7.387022147979608	0.8831422384622544
chr1-132414110-132414274_CPPE_MUT-allCrxSites	0.0	0.0
chr1-132414110-132414274_CPPE_WT	0.13209043492483227	0.005792094264373178
chr1-133042650-133042814_CPRN_MUT-allCrxSites	0.0	0.0
chr1-133042650-133042814_CPRN_WT	0.0	0.0
chr1-133661350-133661514_CSPP_scrambled	0.0	0.0
chr1-133893675-133893839_UPCE_MUT-allCrxSites	0.0	0.0
chr1-133893675-133893839_UPCE_WT	0.0	0.0
chr1-134086973-134087137_CPPE_MUT-allCrxSites	0.0	0.0
chr1-134086973-134087137_CPPE_WT	0.0	0.0
chr1-134272950-134273114_CPPE_MUT-allCrxSites	0.0	0.0
chr1-134272950-134273114_CPPE_WT	0.09437946341942105	0.021719858435181386
chr1-134420610-134420774_CPPE_MUT-allCrxSites	0.0	0.0
chr1-134420610-134420774_CPPE_WT	0.0	0.0
chr1-134491438-134491602_CPNE_MUT-allCrxSites	0.0	0.0
chr1-134491438-134491602_CPNE_WT	0.0	0.0
chr1-134491438-134491602_CPNE_scrambled	0.0	0.0
chr1-135375289-135375453_UPPP_MUT-allCrxSites	0.0871354815055478	0.025407792142169414
chr1-135375289-135375453_UPPP_WT	0.0	0.0
chr1-135627907-135628071_CPPN_MUT-allCrxSites	0.0	0.0
chr1-135627907-135628071_CPPN_WT	0.0	0.0
chr1-135793436-135793600_CPPE_MUT-allCrxSites	0.0	0.0
chr1-135793436-135793600_CPPE_WT	0.0	0.0
chr1-136007979-136008143_CPPP_MUT-allCrxSites	0.0	0.0
chr1-136007979-136008143_CPPP_WT	0.0	0.0
chr1-136140231-136140395_CSPP_MUT-shape	0.0	0.0
chr1-136140231-136140395_CSPP_WT	0.0	0.0
chr1-137926402-137926566_CPPE_MUT-allCrxSites	0.08054481598471784	0.026359134817566653
chr1-137926402-137926566_CPPE_WT	0.22937989005916448	0.06824307403107396
chr1-150312783-150312947_CPPE_MUT-allCrxSites	0.0	0.0
chr1-150312783-150312947_CPPE_WT	0.0	0.0
chr1-150322339-150322503_CPPP_MUT-allCrxSites	0.12005745506485611	0.05323068969498899
chr1-150322339-150322503_CPPP_WT	0.0	0.0
chr1-150329669-150329833_CPPP_MUT-allCrxSites	0.0	0.0
chr1-150329669-150329833_CPPP_WT	0.0	0.0
chr1-150393010-150393174_CBPP_MUT-shape	0.0	0.0
chr1-150393010-150393174_CBPP_WT	0.0	0.0
chr1-150393010-150393174_CBPP_scrambled	0.0	0.0
chr1-151344227-151344391_UPPP_MUT-allCrxSites	0.0	0.0
chr1-151344227-151344391_UPPP_WT	0.26583221853339006	0.04845102902646684
chr1-152745969-152746133_UPPE_MUT-allCrxSites	0.0	0.0
chr1-152745969-152746133_UPPE_WT	0.10775270683567183	0.012647504367770237
chr1-155111753-155111917_CPPE_MUT-allCrxSites	0.0	0.0
chr1-155111753-155111917_CPPE_WT	0.0	0.0
chr1-155249959-155250123_UPCE_MUT-allCrxSites	0.0	0.0
chr1-155249959-155250123_UPCE_WT	1.5639173163526479	0.1991249731579554
chr1-156179894-156180058_UPCE_MUT-allCrxSites	0.0	0.0
chr1-156179894-156180058_UPCE_WT	0.0	0.0
chr1-157306846-157307010_UPRE_MUT-allCrxSites	0.0	0.0
chr1-157306846-157307010_UPRE_WT	5.485143147698412	0.47228558931739756
chr1-157380933-157381097_CPPE_MUT-allCrxSites	0.0	0.0
chr1-157380933-157381097_CPPE_WT	5.09893602766952	0.07884211973180165
chr1-158355777-158355941_UPCP_MUT-allCrxSites	0.0	0.0
chr1-158355777-158355941_UPCP_WT	0.0	0.0
chr1-158546627-158546791_CPCN_MUT-allCrxSites	0.06179115043880646	0.00871388211836949
chr1-158546627-158546791_CPCN_WT	0.10361769300838035	0.02952345649736059
chr1-16053660-16053824_CPPN_MUT-allCrxSites	0.0	0.0
chr1-16053660-16053824_CPPN_WT	0.0	0.0
chr1-16053660-16053824_CPPN_scrambled	0.0	0.0
chr1-160741382-160741546_UPPN_MUT-allCrxSites	0.0	0.0
chr1-160741382-160741546_UPPN_WT	0.0	0.0
chr1-163779410-163779574_CPPN_MUT-allCrxSites	0.0	0.0
chr1-163779410-163779574_CPPN_WT	0.10021996905676202	0.038533703761658586
chr1-163929687-163929851_CSPP_scrambled	0.0	0.0
chr1-166003311-166003475_CPPP_MUT-allCrxSites	NaN	NaN
chr1-166003311-166003475_CPPP_WT	0.0	0.0
chr1-167385671-167385835_UPCN_MUT-allCrxSites	0.0	0.0
chr1-167385671-167385835_UPCN_WT	0.10035938511499742	0.02986068105338681
chr1-168284956-168285120_UPCE_MUT-allCrxSites	0.0	0.0
chr1-168284956-168285120_UPCE_WT	0.18591648744327863	0.06944950770569255
chr1-170867720-170867884_CPPP_MUT-allCrxSites	0.0	0.0
chr1-170867720-170867884_CPPP_WT	0.0	0.0
chr1-171247161-171247325_CSPP_scrambled	0.0	0.0
chr1-171502725-171502889_UPRE_MUT-allCrxSites	0.0	0.0
chr1-171502725-171502889_UPRE_WT	0.0	0.0
chr1-172126243-172126407_UPPP_MUT-allCrxSites	0.0	0.0
chr1-172126243-172126407_UPPP_WT	0.0	0.0
chr1-172202745-172202909_CPPP_MUT-allCrxSites	0.0	0.0
chr1-172202745-172202909_CPPP_WT	0.0	0.0
chr1-177003036-177003200_CPPE_MUT-allCrxSites	0.0	0.0
chr1-177003036-177003200_CPPE_WT	0.0	0.0
chr1-177299685-177299849_CPPE_MUT-allCrxSites	0.0	0.0
chr1-177299685-177299849_CPPE_WT	0.0	0.0
chr1-177983157-177983321_CSPP_MUT-shape	0.0	0.0
chr1-177983157-177983321_CSPP_WT	0.0	0.0
chr1-179586526-179586690_UPPE_MUT-allCrxSites	0.214540311416206	0.12852278244035842
chr1-179586526-179586690_UPPE_WT	0.0	0.0
chr1-180793222-180793386_CPPE_MUT-allCrxSites	0.0	0.0
chr1-180793222-180793386_CPPE_WT	20.403907873233344	5.468877321443738
chr1-180851031-180851195_CSPP_MUT-shape	0.0	0.0
chr1-180851031-180851195_CSPP_WT	0.23818250092947071	0.037247207003638205
chr1-180863711-180863875_CPPE_MUT-allCrxSites	0.08265828542611009	0.030532275859354217
chr1-180863711-180863875_CPPE_WT	0.0	0.0
chr1-182792901-182793065_UPCN_MUT-allCrxSites	0.0	0.0
chr1-182792901-182793065_UPCN_WT	0.070200295587735	0.013803201657456037
chr1-183296635-183296799_UPPP_MUT-allCrxSites	0.0	0.0
chr1-183296635-183296799_UPPP_WT	0.0	0.0
chr1-187215293-187215457_UPPP_MUT-allCrxSites	0.0	0.0
chr1-187215293-187215457_UPPP_WT	0.0	0.0
chr1-188018140-188018304_UPCN_MUT-allCrxSites	0.2918744069689614	0.17864017088528156
chr1-188018140-188018304_UPCN_WT	0.0	0.0
chr1-188262342-188262506_CPPP_MUT-allCrxSites	0.0	0.0
chr1-188262342-188262506_CPPP_WT	32.86512887697881	2.611342973838021
chr1-188412539-188412703_UPPE_MUT-allCrxSites	0.0	0.0
chr1-188412539-188412703_UPPE_WT	0.0	0.0
chr1-189719413-189719577_CPPN_MUT-allCrxSites	0.0	0.0
chr1-189719413-189719577_CPPN_WT	0.14882406356645808	0.004436580094639498
chr1-190452553-190452717_CBPE_MUT-shape	0.0	0.0
chr1-190452553-190452717_CBPE_WT	3.2572070502829473	1.0732602089684142
chr1-191075649-191075813_UPRE_MUT-allCrxSites	0.0	0.0
chr1-191075649-191075813_UPRE_WT	0.0	0.0
chr1-191397371-191397535_CSPP_MUT-shape	0.0	0.0
chr1-191397371-191397535_CSPP_WT	0.0	0.0
chr1-191817830-191817994_UPPE_MUT-allCrxSites	0.0	0.0
chr1-191817830-191817994_UPPE_WT	0.0	0.0
chr1-191821242-191821406_CPPP_scrambled	0.0	0.0
chr1-191884957-191885121_UPRE_MUT-allCrxSites	0.0	0.0
chr1-191884957-191885121_UPRE_WT	0.0	0.0
chr1-191981690-191981854_CPPP_scrambled	0.0	0.0
chr1-194619462-194619626_CPPP_MUT-allCrxSites	0.0	0.0
chr1-194619462-194619626_CPPP_WT	0.0	0.0
chr1-194619741-194619905_CSPP_MUT-shape	0.0	0.0
chr1-194619741-194619905_CSPP_WT	0.0	0.0
chr1-195040593-195040757_CPPN_MUT-allCrxSites	0.0	0.0
chr1-195040593-195040757_CPPN_WT	0.0	0.0
chr1-21218235-21218399_UPCQ_MUT-allCrxSites	0.0	0.0
chr1-21218235-21218399_UPCQ_WT	0.0	0.0
chr1-34706456-34706620_CPPN_MUT-allCrxSites	0.1502295493620744	0.10665518225439997
chr1-34706456-34706620_CPPN_WT	0.48707025226946016	0.31408336130100534
chr1-34859824-34859988_CPCE_MUT-allCrxSites	0.0	0.0
chr1-34859824-34859988_CPCE_WT	0.0	0.0
chr1-36547306-36547470_CSPE_MUT-shape	0.0	0.0
chr1-36547306-36547470_CSPE_WT	0.0	0.0
chr1-39417769-39417933_UPCE_MUT-allCrxSites	0.0	0.0
chr1-39417769-39417933_UPCE_WT	0.0	0.0
chr1-39446293-39446457_CPPE_MUT-allCrxSites	0.0	0.0
chr1-39446293-39446457_CPPE_WT	0.9147636695586542	0.29588759722688274
chr1-39446293-39446457_CPPE_scrambled	0.0	0.0
chr1-39963923-39964087_UPPE_MUT-allCrxSites	0.134648672921286	0.06697032465588472
chr1-39963923-39964087_UPPE_WT	0.0	0.0
chr1-4357766-4357930_CPPP_MUT-allCrxSites	0.0	0.0
chr1-4357766-4357930_CPPP_WT	52.66637000831341	3.8619552953162515
chr1-44584098-44584262_CPPE_MUT-allCrxSites	0.0	0.0
chr1-44584098-44584262_CPPE_WT	0.0	0.0
chr1-45795401-45795565_CPPP_MUT-allCrxSites	0.0	0.0
chr1-45795401-45795565_CPPP_WT	0.0	0.0
chr1-52252645-52252809_UPPE_MUT-allCrxSites	0.0	0.0
chr1-52252645-52252809_UPPE_WT	1.5989911244626651	0.2027674880853979
chr1-52330633-52330797_CPPE_MUT-allCrxSites	0.0	0.0
chr1-52330633-52330797_CPPE_WT	7.239597042465235	0.6778200535481897
chr1-52435883-52436047_CPPN_MUT-allCrxSites	0.14321369251525234	0.040955490192601945
chr1-52435883-52436047_CPPN_WT	0.0	0.0
chr1-52844865-52845029_CSPP_MUT-shape	0.0	0.0
chr1-52844865-52845029_CSPP_WT	0.2870461220099587	0.09914117408212378
chr1-56973434-56973598_CPCQ_MUT-allCrxSites	0.0	0.0
chr1-56973434-56973598_CPCQ_WT	0.0	0.0
chr1-58392333-58392497_UPCP_MUT-allCrxSites	NaN	NaN
chr1-58392333-58392497_UPCP_WT	0.0	0.0
chr1-58954225-58954389_UPRE_MUT-allCrxSites	0.10115416820163466	0.014642456519144779
chr1-58954225-58954389_UPRE_WT	0.0	0.0
chr1-58970035-58970199_CPNE_MUT-allCrxSites	0.09136002770396319	0.05175240343544914
chr1-58970035-58970199_CPNE_WT	0.0	0.0
chr1-59208019-59208183_CPPE_MUT-allCrxSites	0.0	0.0
chr1-59208019-59208183_CPPE_WT	0.0	0.0
chr1-59229602-59229766_CPPE_scrambled	0.0	0.0
chr1-60569823-60569987_CPRE_MUT-allCrxSites	0.0	0.0
chr1-60569823-60569987_CPRE_WT	0.0	0.0
chr1-64122412-64122576_UPPP_MUT-allCrxSites	0.0	0.0
chr1-64122412-64122576_UPPP_WT	0.0	0.0
chr1-64568262-64568426_CPPE_MUT-allCrxSites	0.0	0.0
chr1-64568262-64568426_CPPE_WT	76.96371217990954	12.398367728391326
chr1-64570752-64570916_UPCE_MUT-allCrxSites	0.0	0.0
chr1-64570752-64570916_UPCE_WT	1.3766834784244892	0.20405586947591084
chr1-64956642-64956806_CSPP_MUT-shape	0.0	0.0
chr1-64956642-64956806_CSPP_WT	0.0	0.0
chr1-66322100-66322264_UPCP_MUT-allCrxSites	0.12920601894305447	0.022117460269786185
chr1-66322100-66322264_UPCP_WT	0.12673746600446467	0.006255128625746716
chr1-66339803-66339967_CPPE_MUT-allCrxSites	0.1901918198001656	0.07510909504739177
chr1-66339803-66339967_CPPE_WT	0.0	0.0
chr1-66686456-66686620_CPPP_MUT-allCrxSites	0.0	0.0
chr1-66686456-66686620_CPPP_WT	0.1333763350227606	0.05065660799984367
chr1-66831299-66831463_CPPP_MUT-allCrxSites	0.0	0.0
chr1-66831299-66831463_CPPP_WT	0.0	0.0
chr1-67026369-67026533_UPPE_MUT-allCrxSites	0.0	0.0
chr1-67026369-67026533_UPPE_WT	0.0	0.0
chr1-72182623-72182787_CPPE_MUT-allCrxSites	0.0	0.0
chr1-72182623-72182787_CPPE_WT	0.22810781248709158	0.031650774668612124
chr1-72220055-72220219_CPPE_MUT-allCrxSites	0.0	0.0
chr1-72220055-72220219_CPPE_WT	2.1062605444544964	0.1638026231294366
chr1-73826292-73826456_CPPE_MUT-allCrxSites	0.0	0.0
chr1-73826292-73826456_CPPE_WT	0.0	0.0
